Orthogroup	DMKU3.1042	W29	s288c
OG0001603	W0TDE0	A0A1D8N9T9	P21243
OG0001604	W0TGP6	A0A1D8NG87	P48567
OG0001605	W0T7V5	A0A1D8NKN4	P25378
OG0001606	W0T7U5	A0A1D8N4C0	P38803
OG0001607	W0TAE9	A0A1D8NJJ7	Q03730
OG0001608	W0T5N9	A0A1H6PUU4	P03962
OG0001609	W0T831	A0A1D8NBY5	P40422
OG0001610	W0T8H3	A0A1D8NA96	P53235
OG0001611	W0TCD2	A0A1D8NNP6	P23179
OG0001612	W0T678	A0A1D8NDX1	P05085
OG0001613	W0TJY0	A0A1D8NQ93	P40433
OG0001615	W0T382	A0A1H6Q518	P38708
OG0001616	W0T6L8	A0A1H6Q566	P22139
OG0001617	W0TA54	A0A1D8NE65	P38698
OG0001618	W0TAX2	A0A1H6PHI5	P32599
OG0001619	W0TDJ6	A0A1H6PSW5	Q12440
OG0001620	W0TDP9	A0A1D8N7J5	P36009
OG0001621	W0TFK9	A0A1H6Q3G7	P40566
OG0001622	W0TAE0	A0A1D8NNB9	Q12532
OG0001623	W0TD25	A0A1D8N777	P53923
OG0001624	W0TFR6	A0A1D8NFV5	Q12697
OG0001625	W0T8X4	A0A1D8NIP8	P40206
OG0001626	W0TF57	A0A1H6Q5E8	P34078
OG0001627	W0T5C0	A0A1H6PSU4	P08524
OG0001628	W0TBZ0	A0A1D8N7P0	P32895
OG0001629	W0T4U8	A0A1D8NGW4	P38863
OG0001630	W0T566	A0A1D8NGX7	Q03750
OG0001631	W0TFF9	A0A1D8NGT3	Q03262
OG0001632	W0T4R5	A0A1D8NMF4	P12709
OG0001633	W0TCM6	A0A1D8NMM1	Q08959
OG0001634	W0T4A5	A0A1D8N5H4	Q04969
OG0001635	W0T9V3	A0A1D8N930	P50264
OG0001636	W0TB37	A0A1D8NC13	Q04638
OG0001638	W0T5R6	A0A1D8NK60	P54964
OG0001639	W0THD2	A0A1D8N7K2	P39107
OG0001640	W0TF74	A0A1D8NP62	P15801
OG0001641	W0TAY8	A0A1H6Q4K2	P18851
OG0001642	W0TFP8	A0A1D8NKK3	P53153
OG0001643	W0T9F0	A0A1D8NKH5	P42945
OG0001644	W0TC51	A0A1D8NNK4	P40528
OG0001645	W0TC85	A0A1D8NCY8	P38766
OG0001646	W0TDE8	A0A1D8NPA1	P06197
OG0001647	W0T6V1	A0A1D8NME2	P54199
OG0001648	W0TBL1	A0A1D8N9M8	Q05468
OG0001649	W0TI09	A0A1D8NPU4	P25626
OG0001650	W0T5M3	A0A1D8NGE8	P07285
OG0001651	W0TAG3	A0A1H6PSR9	Q04067
OG0001652	W0TC36	A0A1H6Q7K5	Q04004
OG0001653	W0TDS7	A0A1H6PYS7	P47089
OG0001654	W0TCU9	A0A1H6Q052	Q07660
OG0001655	W0TFX2	A0A1D8NKW6	Q06678
OG0001656	W0TDL2	A0A1D8NEL5	Q12125
OG0001657	W0TCY9	A0A1D8NL01	Q02979
OG0001658	W0T606	A0A1H6Q7F6	Q12159
OG0001659	W0TFW7	A0A1H6PXT0	Q12189
OG0001660	W0TK60	A0A1H6PRG9	P06182
OG0001661	W0T943	A0A1H6PWP5	P38988
OG0001662	W0T2F2	Q6H9P2	P53318
OG0001663	W0TEQ1	A0A1D8N857	P52917
OG0001664	W0T3L4	A0A1D8NKE1	P32445
OG0001665	W0TBR0	A0A1D8NGW0	Q03330
OG0001666	W0TE26	A0A1D8ND62	P06242
OG0001667	W0TE56	A0A1D8NKI2	P40957
OG0001668	W0TG97	A0A1D8NKX5	P38620
OG0001669	W0T8Q9	A0A1D8NQ68	Q12049
OG0001670	W0T8X5	A0A1D8NIH1	P47822
OG0001671	W0TBY8	A0A1D8NH32	P25356
OG0001672	W0T9H3	A0A1D8NHV2	P00427
OG0001673	W0TGK7	A0A1D8NQL9	P25044
OG0001674	W0T9U3	A0A1D8N8X5	P25646
OG0001675	W0TH22	A0A1D8NM47	Q06214
OG0001676	W0TCT0	A0A1D8ND20	P38987
OG0001677	W0TA70	A0A1D8NII7	Q05549
OG0001678	W0TJ50	A0A1H6PQP3	P38251
OG0001680	W0T9N5	A0A1D8NPQ5	P21592
OG0001681	W0TFL7	A0A1D8NIL2	P38225
OG0001682	W0TDK4	A0A1D8N7G3	Q08236
OG0001683	W0TDX7	A0A1D8N536	P40464
OG0001684	W0T6X3	A0A1D8NIN1	P36107
OG0001685	W0TFG0	A0A1D8NM75	P33442
OG0001686	W0TE47	A0A1D8N913	P41806
OG0001687	W0T644	A0A1H6Q6F8	P50861
OG0001688	W0TEY8	A0A1H6PNE7	Q06010
OG0001689	W0T4J2	A0A1H6PKS6	P38429
OG0001690	W0T6U6	A0A1H6Q2C1	P47123
OG0001691	W0TFH6	A0A1D8NG32	P53389
OG0001692	W0T4B9	A0A1D8NGW2	P17967
OG0001693	W0T8E2	A0A1D8N703	Q05636
OG0001694	W0TA04	A0A1H6Q679	Q99181
OG0001695	W0TAI9	A0A1H6PM31	P48589
OG0001696	W0TAC9	A0A1D8NNS6	P53072
OG0001697	W0TEG6	A0A1D8N4U5	Q03983
OG0001698	W0THD5	A0A1D8NLL3	P53950
OG0001699	W0TFP5	A0A1D8NPI5	P40486
OG0001701	W0T643	A0A1H6Q393	P38430
OG0001702	W0TAS2	A0A1H6Q705	P38352
OG0001703	W0T6X0	A0A1H6Q503	P25348
OG0001704	W0T8H7	A0A1D8N7R6	P46961
OG0001705	W0T674	A0A1D8NG82	P06838
OG0001706	W0T7R3	A0A1D8N3G8	P42951
OG0001707	W0TC69	A0A1D8NEC5	Q04080
OG0001708	W0TFX5	A0A1D8NE48	P47077
OG0001709	W0TGZ4	A0A1H6PIQ5	P47093
OG0001710	W0TBY4	A0A1D8NLI7	P32944
OG0001711	W0T4J5	A0A1H6PZ07	P54857
OG0001712	W0TG90	A0A1H6PP06	Q12082
OG0001713	W0TH66	A0A1D8N6L8	P38910
OG0001714	W0T5K3	Q8WZL8	P16649
OG0001715	W0T6N6	A0A1D8NEN8	P12753
OG0001716	W0T753	A0A1D8NEC9	P12687
OG0001717	W0T355	A0A1H6PKB1	P22209
OG0001718	W0TFT8	A0A1D8NNY2	Q07395
OG0001719	W0T3E4	A0A1D8NIN0	Q04177
OG0001720	W0T437	A0A1D8NBH0	P40352
OG0001721	W0T609	A0A1D8NQ29	P36775
OG0001722	W0TG81	A0A1D8NII9	P34223
OG0001723	W0T8Q0	A0A1D8NH53	Q12468
OG0001724	W0T8S7	A0A1H6PI41	P39008
OG0001725	W0T8A1	A0A1H6PU71	P06106
OG0001726	W0TE28	A0A1H6PWE2	P49704
OG0001727	W0TCI7	A0A1D8NM76	P46669
OG0001728	W0TB66	A0A1D8NGB6	P37370
OG0001729	W0T9Z2	A0A1D8N811	P07277
OG0001730	W0TDJ9	A0A1D8NB73	P28321
OG0001731	W0T6N9	A0A1D8NEN0	P53852
OG0001732	W0T3C7	A0A1D8NGA6	Q12006
OG0001733	W0TIH9	A0A1D8NDH2	P18414
OG0001734	W0TGQ5	A0A1D8N4A0	Q04371
OG0001735	W0TF52	A0A1D8N8S0	Q12028
OG0001736	W0T9E2	A0A1D8NLX4	P06738
OG0001738	W0TCQ0	A0A1D8N6M9	Q03280
OG0001739	W0TGN0	A0A1D8NGX9	P45976
OG0001740	W0T8V6	A0A1D8N705	Q12158
OG0001741	W0T5P3	A0A1D8NLP6	P19882
OG0001742	W0T6R7	A0A1D8NIH9	P33775
OG0001743	W0TEH7	A0A1H6Q786	P35200
OG0001744	W0TK32	A0A1D8NB02	P06781
OG0001745	W0TFS8	A0A1H6PWX2	P32527
OG0001747	W0T3L9	A0A1D8NBT5	P22135
OG0001748	W0T5L2	A0A1D8NF37	P40325
OG0001749	W0TG12	A0A1D8NNS8	P23643
OG0001750	W0TG41	A0A1D8N7H7	Q06106
OG0001751	W0T5E5	A0A1H6QA28	P31383
OG0001752	W0T724	A0A1H6QBE5	Q08096
OG0001753	W0TD68	A0A1D8NE12	P53201
OG0001754	W0T3M2	A0A1D8NBQ8	P34237
OG0001755	W0T7U2	A0A1D8NFD6	Q05648
OG0001756	W0TBJ6	A0A1D8N4U6	P32361
OG0001757	W0TF66	A0A1D8N3D1	P53900
OG0001758	W0TB92	A0A1H6PW60	Q12494
OG0001759	W0TCC1	A0A1D8NJ43	P40553
OG0001760	W0TCX2	A0A1D8NM86	P48581
OG0001761	W0TD47	A0A1D8NQ60	Q05779
OG0001762	W0TF44	Q8X1D9	P00912
OG0001763	W0TDR8	A0A1H6PT21	P40096
OG0001764	W0TFU1	A0A1H6PWM2	Q00578
OG0001765	W0T2W5	A0A1D8NE98	P34087
OG0001766	W0TCB8	A0A1H6PT00	P40052
OG0001767	W0TAY4	A0A1D8NCM6	Q04048
OG0001768	W0TGP7	A0A1D8NI44	P13382
OG0001769	W0TGY3	A0A1D8NPA3	Q12136
OG0001770	W0TDL9	A0A1H6Q154	P36104
OG0001771	W0TFG9	A0A1H6PIK1	P08536
OG0001772	W0T6K2	A0A1H6PPD7	P39981
OG0001773	W0TEI4	A0A1D8NA59	Q06836
OG0001774	W0T712	A0A1D8NGS5	P46680
OG0001775	W0T791	A0A1D8NES2	P53095
OG0001776	W0T2R2	A0A1H6PLG3	P53173
OG0001777	W0TIC5	A0A1H6PMT2	P25385
OG0001778	W0T999	A0A1D8NPE5	Q2V2P4
OG0001779	W0T5V6	A0A1D8N790	P53911
OG0001780	W0T8Z4	A0A1H6PHE2	P41544
OG0001781	W0T5D1	A0A1H6Q2I3	P16387
OG0001782	W0TCE3	A0A1D8NIL3	P40509
OG0001783	W0TBN7	A0A1D8NPZ0	Q07953
OG0001784	W0T837	A0A1H6PYA7	P24482
OG0001785	W0TAZ1	A0A1H6Q0Y2	P25087
OG0001786	W0TC89	A0A1D8NIT1	Q06630
OG0001787	W0T7A6	A0A1D8NDT7	P47008
OG0001788	W0T3C1	A0A1D8N8M6	P46682
OG0001789	W0TEH2	A0A1D8N993	Q06245
OG0001790	W0T8C2	A0A1D8N6T9	P38439
OG0001791	W0T542	A0A1H6PQF9	Q04199
OG0001792	W0TGG2	A0A1D8NJ44	P53962
OG0001793	W0T799	A0A1H6PMT3	Q12251
OG0001794	W0TDC2	A0A1D8N8M3	P32566
OG0001795	W0TCX9	A0A1D8NFY8	P30771
OG0001796	W0T9D2	A0A1D8N8W4	P43597
OG0001797	W0T639	A0A1H6PVZ5	P53733
OG0001798	W0T6T2	A0A1H6PY40	P38915
OG0001799	W0TF34	A0A1H6PIU5	Q03441
OG0001800	W0T832	A0A1H6QC80	P21374
OG0001801	W0TGR2	A0A1H6Q7G1	P40079
OG0001802	W0T7K4	A0A1D8N8T8	P05030
OG0001803	W0T8S2	A0A1H6PJ68	P25605
OG0001804	W0T9T3	A0A1D8NQF8	P38838
OG0001805	W0TEW4	A0A1H6PWJ5	P36142
OG0001806	W0TDZ7	A0A1D8NAK6	P47075
OG0001807	W0THE5	A0A1H6PUP0	P53944
OG0001808	W0TIA0	A0A1D8N4A3	P35728
OG0001809	W0TEC1	A0A1D8NHW7	Q03652
OG0001810	W0T529	A0A1D8NIG0	P38325
OG0001811	W0TF80	A0A1D8NKE0	P54730
OG0001812	W0T4E6	A0A1H6PJA8	P20084
OG0001813	W0TGW4	A0A1H6PUX2	P38850
OG0001814	W0T4A8	A0A1D8NQJ7	Q08562
OG0001815	W0TFQ8	A0A1H6PU52	P32914
OG0001816	W0TGA2	A0A1H6QB37	P32357
OG0001817	W0TBW9	A0A1D8NEJ5	P38075
OG0001819	W0T5F0	A0A1D8NLT4	P19659
OG0001820	W0T411	A0A1D8NBP6	Q05583
OG0001821	W0T4Z4	A0A1D8N8D5	P53137
OG0001822	W0TBW5	A0A1H6QBH0	P38224
OG0001823	W0THL5	A0A1D8NLN3	Q12428
OG0001824	W0T6D9	A0A1D8NJ60	P40530
OG0001825	W0TI50	S5U3Y1	P00856
OG0001826	W0T7L1	A0A1H6Q782	P32342
OG0001827	W0T811	A0A1D8NG04	P53874
OG0001828	W0TGA0	A0A1D8N772	Q00402
OG0001829	W0T8B7	A0A1D8NBN9	P04803
OG0001830	W0THT4	A0A1D8NIA0	P10174
OG0001831	W0T7P2	A0A1D8NCF2	Q12102
OG0001832	W0TBY7	A0A1H6PR43	P09368
OG0001833	W0T6Q0	A0A1D8N848	P47140
OG0001834	W0T9P4	A0A1D8N3U5	P12611
OG0001835	W0TFG4	A0A1D8N7E4	P36517
OG0001836	W0T552	A0A1D8NMZ5	P38262
OG0001837	W0T5S7	A0A1D8NGX8	Q3E846
OG0001838	W0TCI0	A0A1H6PHL5	P25337
OG0001839	W0TDL5	A0A1D8NLQ0	P38077
OG0001840	W0THD1	A0A1D8NM28	P53951
OG0001841	W0THF8	A0A1H6PS76	Q12139
OG0001842	W0THQ8	A0A1D8N4H8	Q08979
OG0001843	W0TE11	A0A1H6PZ79	Q03677
OG0001844	W0TA42	A0A1D8NDB2	P38928
OG0001845	W0T579	A0A1D8NGV6	P53313
OG0001846	W0T4S3	A0A1D8NGR9	P34247
OG0001847	W0TBP8	A0A1D8N8V9	Q06103
OG0001848	W0TBS3	A0A1D8NII8	Q06672
OG0001849	W0TD71	A0A1H6PL23	P41896
OG0001850	W0THA9	A0A1D8NJW4	P53973
OG0001851	W0TAR5	A0A1D8NLX8	Q01329
OG0001852	W0T841	A0A1H6PNY9	P06839
OG0001853	W0TI35	A0A1H6PXM6	P07172
OG0001854	W0TBP7	A0A1D8N6P4	Q3E835
OG0001855	W0T6C6	A0A1D8NGS1	P34246
OG0001856	W0T7T1	A0A1D8NEE5	P38966
OG0001857	W0TGE8	A0A1D8NEH1	P45978
OG0001858	W0TBT5	A0A1H6PXW1	Q07451
OG0001859	W0T9Y8	A0A1D8NK61	P38786
OG0001860	W0T9M8	A0A1D8N5N0	P06704
OG0001861	W0T7D4	A0A1H6Q770	P25443
OG0001862	W0T9D1	A0A1D8NGS0	Q04439
OG0001863	W0TFJ6	A0A1H6Q855	P32860
OG0001864	W0T9C0	A0A1H6PSY1	P00546
OG0001865	W0T6K1	A0A1D8N9R2	P53040
OG0001866	W0TGH5	A0A1D8N675	Q00772
OG0001867	W0T8E4	A0A1H6PL07	P06103
OG0001868	W0TB47	A0A1H6PJM3	P07991
OG0001869	W0T758	A0A1D8N6C3	Q12481
OG0001870	W0T9I6	A0A1D8NNB6	P24276
OG0001871	W0TC82	A0A1H6PIK2	P07275
OG0001872	W0TC91	A0A1H6PXI5	P19881
OG0001873	W0T8B4	A0A1D8N7V0	P48360
OG0001874	W0TG14	A0A1H6PSE4	P40557
OG0001875	W0T337	A0A1D8N3A5	P34240
OG0001876	W0TCM2	A0A1D8NJG6	P30619
OG0001877	W0TGK5	A0A1D8NBK8	Q12748
OG0001878	W0T3E7	A0A1D8NEK3	P38889
OG0001879	W0TDW4	A0A1H6PP37	P39078
OG0001880	W0TK14	A0A1D8NG00	P53049
OG0001881	W0T520	A0A1D8NGA4	P04786
OG0001882	W0TFX9	A0A1D8NQD5	P40016
OG0001883	W0THP3	A0A1H6QBD7	Q12239
OG0001884	W0T728	A0A1D8NQ87	Q07508
OG0001885	W0T461	Q8J0E4	P29366
OG0001886	W0T3R3	A0A1D8NI62	Q06412
OG0001887	W0TAI0	A0A1D8N990	P25638
OG0001888	W0T846	A0A1D8ND16	P21269
OG0001889	W0T407	A0A1D8N7W5	P39538
OG0001890	W0TEL2	A0A1D8NDZ3	Q12250
OG0001891	W0TGD6	A0A1D8NHR3	P53112
OG0001892	W0TC97	A0A1D8NJZ5	Q07729
OG0001893	W0TAB7	A0A1D8NDI2	Q12375
OG0001894	W0T557	A0A1D8NLR2	P32799
OG0001895	W0T904	A0A1D8NBA3	P38281
OG0001896	W0T9P2	A0A1H6PKZ3	P38238
OG0001897	W0TGD8	A0A1D8NQ26	Q12524
OG0001898	W0T6Y3	A0A1H6PYT5	Q06090
OG0001899	W0TBH2	A0A1H6PUW2	P12612
OG0001900	W0T4W5	A0A1D8NQQ2	Q06218
OG0001901	W0TBP3	A0A1D8NJU4	Q03687
OG0001902	W0TGJ4	A0A1H6PND8	P53946
OG0001903	W0T582	A0A1D8NNH4	P38624
OG0001904	W0T8Z2	A0A1D8NK54	Q04781
OG0001905	W0T6D7	A0A1D8NEB1	Q03868
OG0001906	W0TC78	A0A1D8NI17	P38772
OG0001907	W0TET1	A0A1D8N662	P25042
OG0001908	W0TE63	A0A1D8NFB3	Q02783
OG0001909	W0T6A6	A0A1D8NE45	P47079
OG0001910	W0TAV3	A0A1D8NEC7	Q04599
OG0001911	W0T9H5	A0A1D8NHQ0	P07273
OG0001912	W0T7W4	Q9Y7B0	P32916
OG0001913	W0T9A4	A0A1H6Q596	P22214
OG0001914	W0TDE9	A0A1D8NM27	P00942
OG0001915	W0TCV2	A0A1H6PXM8	P36077
OG0001916	W0T865	A0A1D8NAS0	Q12374
OG0001917	W0TBS8	A0A1H6PYP4	P36053
OG0001918	W0TEJ6	A0A1D8NDU6	P35178
OG0001919	W0TE97	A0A1D8N5G2	Q12508
OG0001920	W0TDQ9	A0A1D8N7J8	P10622
OG0001922	W0TDU0	A0A1D8N8X9	Q12055
OG0001923	W0T3P5	A0A1H6Q0G8	P36113
OG0001924	W0TE68	A0A1D8N843	P47142
OG0001925	W0T776	A0A1D8NL13	Q08650
OG0001926	W0T7I8	A0A1D8NH76	P28495
OG0001927	W0TCP1	A0A1D8NN70	P33416
OG0001928	W0TFN0	A0A1D8NE25	P53972
OG0001929	W0TA71	A0A1H6PJE1	Q06479
OG0001930	W0TFK0	A0A1H6PQX3	P38747
OG0001931	W0TF15	A0A1D8NDT0	P47150
OG0001932	W0TF94	A0A1D8NHT8	P36084
OG0001933	W0T8B8	A0A1H6Q2E8	P41735
OG0001934	W0T7U7	A0A1D8NAK1	P38775
OG0001935	W0T3Z8	A0A1D8NEY4	P40308
OG0001936	W0TBL6	A0A1D8N8C9	P32559
OG0001937	W0T4W6	A0A1D8NMB1	P32459
OG0001938	W0TGV1	A0A1H6PYH0	P43588
OG0001939	W0TF61	A0A1H6Q936	P38682
OG0001940	W0T5L5	A0A1D8NET4	P32628
OG0001941	W0T5M1	A0A1H6PZ08	P08456
OG0001942	W0T629	A0A1D8NDT4	Q12066
OG0001943	W0THR5	A0A1D8NHD8	P23254
OG0001944	W0TI58	A0A1D8NFB5	P53332
OG0001945	W0T2W9	A0A1D8NEU3	Q12040
OG0001946	W0T9H0	A0A1D8ND91	Q05471
OG0001947	W0T3C3	A0A1D8NNU1	Q03667
OG0001948	W0T7Z9	A0A1H6PYI2	P53212
OG0001949	W0TG33	A0A1D8N7X1	Q12483
OG0001950	W0TAK8	A0A1D8N5Y3	P39946
OG0001951	W0TGP3	A0A1D8N7F1	P32583
OG0001952	W0TDP6	A0A1D8NFW4	P11075
OG0001953	W0T9N7	A0A1H6PKM3	P53109
OG0001954	W0T7R8	A0A1D8NMJ9	Q01389
OG0001955	W0TAU4	A0A1D8NEY3	P38843
OG0001956	W0T6E6	A0A1D8NK13	Q04311
OG0001957	W0T4Y2	A0A1D8N9H2	P26309
OG0001958	W0T562	A0A1D8NIR2	P43567
OG0001959	W0TC44	A0A1D8N7Z4	P34760
OG0001960	W0T985	A0A1H6PMG4	P19880
OG0001961	W0T3M4	A0A1D8NGT0	P48510
OG0001962	W0T927	A0A1D8NL47	P38241
OG0001963	W0T900	A0A1D8NNR2	Q07794
OG0001964	W0T717	A0A1D8NBL6	Q08220
OG0001965	W0T912	A0A1D8NM80	P32864
OG0001966	W0TFC1	A0A1D8N9X4	P46681
OG0001967	W0TD60	A0A1D8NJY6	P53738
OG0001968	W0T5D4	A0A1D8ND36	P31376
OG0001969	W0T899	A0A1H6PSE9	P49367
OG0001970	W0TE49	A0A1H6PU24	P50623
OG0001971	W0TBQ7	A0A1D8NCB4	P26343
OG0001972	W0TBZ5	A0A1D8NIP4	P34233
OG0001973	W0T711	A0A1H6PNB2	P06104
OG0001974	W0TBS5	A0A1D8NEF2	P47160
OG0001975	W0T7K1	A0A1D8NNE2	P23561
OG0001976	W0TA74	A0A1D8NI07	P38694
OG0001977	W0TH60	A0A1D8N6T2	P34241
OG0001978	W0TDW0	A0A1D8NBH3	P53691
OG0001979	W0TA61	A0A1D8NIC7	P47057
OG0001980	W0TB73	A0A1D8NC36	P39676
OG0001981	W0T4K7	A0A1D8NH68	Q01080
OG0001982	W0T3Y8	A0A1H6Q7Z5	P04802
OG0001983	W0T688	A0A1D8NFU7	P23369
OG0001984	W0TBE5	A0A1D8N4A8	P35999
OG0001985	W0TDJ4	A0A1D8NHU0	P53215
OG0001986	W0THS4	A0A1H6Q823	P20052
OG0001987	W0T4Z5	A0A1D8NHK3	P40416
OG0001988	W0TDA1	A0A1D8NGC8	Q04216
OG0001989	W0TJW6	A0A1D8NKJ4	P40492
OG0001990	W0TAM0	A0A1H6PSC6	Q03705
OG0001991	W0T3L8	A0A1H6PLZ0	Q03530
OG0001992	W0TBW3	A0A1D8NH57	P40961
OG0001993	W0THC2	A0A1D8NMM9	P12689
OG0001994	W0TIK5	A0A1D8NCD2	Q12199
OG0001995	W0TA28	A0A1D8NJ71	P04037
OG0001996	W0TCJ0	A0A1D8N5D1	P19807
OG0001997	W0TGI6	A0A1D8NAP7	Q03503
OG0001998	W0TE67	A0A1D8NMN9	P15700
OG0001999	W0T561	A0A1H6PLB0	P11914
OG0002000	W0T601	A0A1D8N7R5	P40089
OG0002001	W0THW8	A0A1D8N7T3	P47156
OG0002002	W0TGN6	A0A1D8NDA6	Q12275
OG0002003	W0TCZ5	A0A1H6PN29	Q12248
OG0002004	W0T7K7	A0A1D8NH23	Q03162
OG0002005	W0TE41	A0A1H6Q9N3	P01123
OG0002006	W0TG71	A0A1H6Q585	Q08972
OG0002007	W0TG15	A0A1D8NC74	P34077
OG0002008	W0TG79	A0A1D8NPU9	P00127
OG0002009	W0TGC9	A0A1D8NG30	P42840
OG0002010	W0T8E3	A0A1H6PXT4	P40985
OG0002011	W0T5H0	A0A1D8N3J4	P53731
OG0002012	W0TE22	A0A1H6Q8P3	P07283
OG0002013	W0TBI3	A0A1H6PP71	P32477
OG0002014	W0TFT9	A0A1D8NAM3	P39073
OG0002015	W0T7N0	A0A1D8ND14	P32839
OG0002016	W0T4P7	A0A1H6Q734	P47818
OG0002017	W0TGI8	A0A1D8N4K6	P13433
OG0002018	W0T749	A0A1D8NMS8	P20436
OG0002019	W0T9W1	A0A1D8N9I5	P13188
OG0002020	W0TGC5	A0A1D8NH51	Q03774
OG0002021	W0TH97	S5TDY7	P00420
OG0002022	W0TGB1	A0A1H6PZC5	P34167
OG0002023	W0TC90	A0A1D8NN27	P40564
OG0002024	W0TAP0	A0A1D8N7D9	Q07458
OG0002025	W0T9H2	A0A1D8N6B9	P53202
OG0002026	W0TCI2	A0A1D8N9I9	P38336
OG0002027	W0TJN0	A0A1D8NFK0	Q08387
OG0002028	W0T485	A0A1D8N7K4	Q02908
OG0002029	W0TF77	A0A1H6PPU0	P47155
OG0002030	W0T6D1	A0A1D8N5W2	P07170
OG0002031	W0TJR6	A0A1D8NIK6	Q07084
OG0002032	W0T316	A0A1D8NNG6	P36145
OG0002033	W0TF83	A0A1H6PYM6	P07866
OG0002034	W0TG27	A0A1D8N882	Q01217
OG0002036	W0T838	A0A1D8NET1	P53893
OG0002037	W0TDE7	A0A1H6Q4W7	Q04636
OG0002038	W0TEE8	A0A1H6PT90	P05453
OG0002039	W0T4F3	A0A1D8NE73	P33298
OG0002040	W0T8R1	A0A1H6PI43	P32191
OG0002041	W0TDU1	A0A1D8NK84	Q12453
OG0002042	W0T4S0	A0A1D8NM48	P38127
OG0002043	W0T9U5	A0A1D8NJZ7	P39109
OG0002044	W0TKC9	A0A1H6Q651	Q06819
OG0002045	W0TFC8	A0A1D8NK97	P24783
OG0002046	W0TAL8	A0A1D8NIB8	P16474
OG0002047	W0TI27	A0A1H6PZC4	P32190
OG0002049	W0T9A9	A0A1D8NCK6	Q12104
OG0002050	W0TAJ5	A0A1D8NLX0	P42844
OG0002051	W0THJ2	A0A1D8N6A7	Q12035
OG0002053	W0TAQ4	A0A1H6PXG8	P20795
OG0002054	W0TGF5	A0A1D8ND46	P47821
OG0002055	W0TCR7	A0A1D8NEX5	Q01662
OG0002056	W0T772	A0A1D8N5S9	Q02932
OG0002057	W0TCJ3	A0A1D8N6E0	P40825
OG0002058	W0TF21	A0A1D8NG08	P40335
OG0002059	W0T649	A0A1D8NPI0	P38912
OG0002060	W0TGS1	A0A1D8N972	Q12272
OG0002061	W0T8P8	A0A1D8NCT0	P43620
OG0002062	W0T5G8	A0A1D8NMR1	P40452
OG0002063	W0TFP3	A0A1H6PSB5	Q03289
OG0002064	W0TJY5	A0A1D8NM58	P40481
OG0002065	W0TIR2	A0A1D8N6M6	P38821
OG0002066	W0T882	A0A1D8N6I6	Q02931
OG0002067	W0TEF7	A0A1D8NJ97	P35817
OG0002068	W0TGG4	A0A1D8NA64	Q04003
OG0002069	W0TC03	A0A1D8NAB0	Q12427
OG0002070	W0T7P8	A0A1D8NBK0	P40302
OG0002071	W0TEM1	A0A1D8NPH3	Q12510
OG0002072	W0TGP9	A0A1D8NLT0	P32074
OG0002073	W0T9Z4	A0A1D8N6S2	P38120
OG0002074	W0T6E8	A0A1D8NQJ2	P53905
OG0002075	W0T7E2	A0A1H6PKV8	P35996
OG0002076	W0T492	A0A1D8NF82	Q96VH5
OG0002077	W0T4U7	A0A1D8NQ99	Q02889
OG0002078	W0TBX7	A0A1D8NQQ8	Q06704
OG0002079	W0TA13	A0A1D8NP57	P25604
OG0002080	W0TBP4	A0A1H6PHP8	Q12029
OG0002081	W0TE64	A0A1H6PPT3	P50085
OG0002082	W0TIM8	A0A1D8N3Y6	P37366
OG0002083	W0TB52	A0A1D8NCF0	P39522
OG0002084	W0TI65	A0A1D8NKM5	P38968
OG0002085	W0T6G1	A0A1D8NM03	Q02754
OG0002086	W0TB21	A0A1D8NDH3	P20434
OG0002087	W0T7S6	A0A1D8NNF1	P27476
OG0002088	W0THM0	A0A1D8NNK8	P38702
OG0002089	W0TE51	A0A1D8NBB2	Q08925
OG0002090	W0T2P1	A0A1D8N4A2	Q05874
OG0002091	W0T4D0	A0A1D8NM89	P50105
OG0002092	W0TIQ6	A0A1H6PTX4	P40968
OG0002093	W0T6L9	A0A1H6Q1W7	P21951
OG0002095	W0TE85	A0A1D8NF32	P36516
OG0002096	W0THH5	A0A1D8NAN3	Q02555
OG0002097	W0TB80	A0A1D8NBA0	P24004
OG0002098	W0T8S1	A0A1D8N6Q6	P40087
OG0002099	W0T5K0	A0A1D8NBP4	P38909
OG0002100	W0TCF4	A0A1D8N903	P32585
OG0002101	W0T6F9	A0A1D8NJ40	P25344
OG0002102	W0TCQ6	A0A1D8NA70	P40986
OG0002104	W0TFL4	A0A1D8N7S7	P40303
OG0002105	W0T6P3	A0A1D8NBQ0	P33760
OG0002106	W0TDC8	A0A1D8N7M0	P32606
OG0002107	W0TH65	A0A1D8NFV1	P40012
OG0002108	W0T5Y3	A0A1D8NNP5	P40970
OG0002109	W0T9L0	A0A1D8NG05	P38009
OG0002110	W0TEH1	A0A1D8NKP5	P27515
OG0002111	W0T7U9	A0A1D8NI34	P23060
OG0002112	W0TAQ7	A0A1H6Q4T3	Q07648
OG0002113	W0TD58	A0A1D8NDL8	P07258
OG0002114	W0TG92	A0A1H6PTX5	P25454
OG0002115	W0T5U4	A0A1D8N5Y6	Q02892
OG0002116	W0TDC6	A0A1D8NL58	P38081
OG0002117	W0T2Q8	A0A1D8NII0	P43582
OG0002118	W0T2V1	A0A1D8NGN4	Q04172
OG0002120	W0T5N2	A0A1H6PX64	P38138
OG0002121	W0T8D3	A0A1D8NCW0	P06782
